road_id,road_index,lat,lon
br-277,128,-25.107700042714384,-53.749504525499745
br-277,129,-25.10771330818225,-53.74929280923118
br-277,130,-25.107725310043197,-53.74908101920141
br-277,131,-25.107736767987948,-53.74886919742134
br-277,132,-25.107739726589998,-53.748657378223896
br-277,133,-25.107728139918077,-53.74844556344621
br-277,134,-25.107716343995943,-53.74823376172487
br-277,135,-25.107701510586647,-53.74802214953009
br-277,136,-25.10768126335527,-53.7478111824129
br-277,137,-25.10764595860533,-53.74760200945661
br-277,138,-25.107610653855392,-53.74739283650032
br-277,139,-25.107575349105453,-53.74718366354403
br-277,140,-25.107524692583812,-53.74697794314974
br-277,141,-25.107467042912823,-53.74677379549129
br-277,142,-25.107408910152117,-53.746569803325464
br-277,143,-25.107336654557965,-53.746370356891234
br-277,144,-25.10726439896381,-53.74617091045701
br-277,145,-25.107180339691514,-53.745976286069045
br-277,146,-25.107092277295262,-53.74578329703988
br-277,147,-25.107004214899014,-53.74559030801071
br-277,148,-25.106913529193996,-53.74539859714666
br-277,149,-25.10681582007542,-53.7452103083282
br-277,150,-25.106718110956844,-53.74502201950973
br-277,151,-25.106620401838267,-53.74483373069127
br-277,152,-25.106522692719693,-53.744645441872805
br-277,153,-25.106424983601116,-53.744457153054334
br-277,154,-25.106327274482542,-53.74426886423587
br-277,155,-25.106229565363964,-53.74408057541741
br-277,156,-25.106131693367253,-53.74389237150318
br-277,157,-25.106033290609837,-53.74370444426102
br-277,158,-25.10593488785242,-53.74351651701886
br-277,159,-25.105836485095004,-53.7433285897767
br-277,160,-25.105738082337588,-53.74314066253455
br-277,161,-25.105639679580175,-53.74295273529239
br-277,162,-25.10554127682276,-53.74276480805023
br-277,163,-25.105442874065343,-53.74257688080807
br-277,164,-25.105344471307927,-53.74238895356592
br-277,165,-25.10524390776237,-53.74220219174438
br-277,166,-25.105140925619363,-53.74201673439286
br-277,167,-25.105037943476354,-53.74183127704134
br-277,168,-25.104934961333342,-53.74164581968982
br-277,169,-25.104831979190333,-53.7414603623383
br-277,170,-25.104728997047324,-53.74127490498678
br-277,171,-25.104626014904312,-53.74108944763526
br-277,172,-25.104523032761303,-53.74090399028374
br-277,173,-25.104409184109535,-53.74072524340276
br-277,174,-25.104289487004706,-53.74055010815757
br-277,175,-25.104169789899878,-53.74037497291238
br-277,176,-25.10405009279505,-53.74019983766719
br-277,177,-25.10392477748183,-53.74002877459034
br-277,178,-25.10379558260376,-53.73986052348487
br-277,179,-25.103666387725692,-53.7396922723794
br-277,180,-25.10353565448198,-53.739525291883574
br-277,181,-25.103394841717016,-53.739366636545704
br-277,182,-25.103254028952048,-53.73920798120784
br-277,183,-25.103104763421484,-53.73905745196042
br-277,184,-25.102951778321856,-53.73891049853139
br-277,185,-25.10279879322223,-53.73876354510236
br-277,186,-25.102645808122606,-53.73861659167333
br-277,187,-25.102492823022978,-53.73846963824429
br-277,188,-25.102329951274562,-53.73833376470919
br-277,189,-25.102166589607968,-53.73819844022176
br-277,190,-25.10200322794137,-53.73806311573433
br-277,191,-25.10183298776637,-53.73793678975819
br-277,192,-25.10165954221723,-53.73781465707421
br-277,193,-25.10148609666809,-53.73769252439023
br-277,194,-25.101312651118953,-53.73757039170626
br-277,195,-25.10113920556981,-53.73744825902228
br-277,196,-25.10096576002067,-53.7373261263383
br-277,197,-25.100790925310744,-53.73720599983255
br-277,198,-25.100615577857265,-53.73708661381339
br-277,199,-25.10044023040379,-53.736967227794224
br-277,200,-25.100264882950313,-53.73684784177506
br-277,201,-25.10008953549684,-53.7367284557559
br-277,202,-25.09991418804336,-53.73660906973674
br-277,203,-25.099738840589886,-53.73648968371758
br-277,204,-25.09956349313641,-53.736370297698414
br-277,205,-25.099388239357584,-53.73625077431361
br-277,206,-25.099213068610382,-53.73613112917022
br-277,207,-25.09903789786318,-53.736011484026825
br-277,208,-25.09886272711598,-53.73589183888344
br-277,209,-25.09868755636878,-53.73577219374005
br-277,210,-25.09851238562158,-53.735652548596654
br-277,211,-25.098337214874377,-53.73553290345327
br-277,212,-25.098162044127175,-53.735413258309876
br-277,213,-25.097986873379977,-53.73529361316648
br-277,214,-25.097811288730057,-53.73517457660566
br-277,215,-25.097635643784706,-53.73505562870032
br-277,216,-25.097459998839355,-53.73493668079498
br-277,217,-25.097284353894004,-53.734817732889645
br-277,218,-25.097108708948653,-53.7346987849843
br-277,219,-25.096933064003302,-53.73457983707897
br-277,220,-25.096757419057948,-53.734460889173626
br-277,221,-25.096581774112597,-53.73434194126828
br-277,222,-25.096406129167246,-53.73422299336295
br-277,223,-25.096230600161178,-53.734103874863926
br-277,224,-25.096055349749236,-53.73398434644
br-277,225,-25.09588009933729,-53.73386481801608
br-277,226,-25.095704848925347,-53.73374528959216
br-277,227,-25.0955295985134,-53.733625761168234
br-277,228,-25.09535434810146,-53.73350623274431
br-277,229,-25.095179097689513,-53.73338670432039
br-277,230,-25.095003827508123,-53.73326720499616
br-277,231,-25.094828141446104,-53.733148317828544
br-277,232,-25.094652455384086,-53.73302943066092
br-277,233,-25.09447676932207,-53.732910543493304
br-277,234,-25.094301083260053,-53.73279165632568
br-277,235,-25.094125397198034,-53.732672769158064
br-277,236,-25.093949711136016,-53.73255388199044
br-277,237,-25.093774182195737,-53.73243476442695
br-277,238,-25.09359935674674,-53.732314615297135
br-277,239,-25.093424531297742,-53.73219446616732
br-277,240,-25.09324970584875,-53.7320743170375
br-277,241,-25.09307488039975,-53.73195416790769
br-277,242,-25.092900054950757,-53.731834018777874
br-277,243,-25.09272522950176,-53.73171386964806
br-277,244,-25.092550404052766,-53.73159372051825
br-277,245,-25.092385322742675,-53.73146052315831
br-277,246,-25.092220475676573,-53.731327012125774
br-277,247,-25.09205562861047,-53.73119350109324
br-277,248,-25.091902025490075,-53.73104782796045
br-277,249,-25.091756011593514,-53.73089394588539
br-277,250,-25.091609997696956,-53.73074006381034
br-277,251,-25.091474881676582,-53.73057677066798
br-277,252,-25.091343905566028,-53.73040990242811
br-277,253,-25.091214114451088,-53.73024219168074
br-277,254,-25.091099526639585,-53.73006367169736
br-277,255,-25.090984938828083,-53.72988515171397
br-277,256,-25.090876273613166,-53.72970321724375
br-277,257,-25.0907792,-53.7295146
br-277,258,-25.0889155,-53.7249881
br-277,259,-25.0890043496501,-53.72520366181023
br-277,260,-25.089093199300205,-53.725419223620456
br-277,261,-25.089182048950306,-53.725634785430685
br-277,262,-25.089270898600407,-53.725850347240915
br-277,263,-25.089359748250512,-53.726065909051144
br-277,264,-25.089448597900613,-53.72628147086137
br-277,265,-25.08953744755072,-53.7264970326716
br-277,266,-25.08962629720082,-53.72671259448184
br-277,267,-25.08971514685092,-53.72692815629207
br-277,268,-25.089803996501026,-53.7271437181023
br-277,269,-25.08989108340956,-53.72735999519908
br-277,270,-25.089977565288162,-53.72757651780535
br-277,271,-25.090064047166766,-53.72779304041162
br-277,272,-25.09015052904537,-53.72800956301789
br-277,273,-25.09023701092397,-53.728226085624165
br-277,274,-25.090323492802575,-53.72844260823043
br-277,275,-25.09040997468118,-53.728659130836704
br-277,276,-25.090496456559784,-53.72887565344298
br-277,277,-25.090582938438384,-53.72909217604924
br-277,278,-25.09067246894116,-53.729307308814874
br-277,279,-25.1434672,-53.8347207
br-277,280,-25.1432273,-53.834247
br-277,281,-25.14313688173872,-53.834059342183885
br-277,282,-25.143046463477443,-53.83387168436777
br-277,283,-25.142956045216163,-53.83368402655166
br-277,284,-25.142865626954883,-53.833496368735545
br-277,285,-25.142775208693603,-53.83330871091943
br-277,286,-25.142684790432327,-53.83312105310332
br-277,287,-25.142594372171047,-53.832933395287206
br-277,288,-25.142503953909767,-53.83274573747109
br-277,289,-25.142413535648487,-53.83255807965498
br-277,290,-25.14232311738721,-53.832370421838874
br-277,291,-25.14223269912593,-53.83218276402276
br-277,292,-25.14214228086465,-53.83199510620665
br-277,293,-25.14205186260337,-53.831807448390535
br-277,294,-25.14195489264029,-53.83162311657787
br-277,295,-25.14185561922383,-53.83144003696024
br-277,296,-25.141744891236222,-53.83126359934894
br-277,297,-25.14162453869496,-53.831093876736034
br-277,298,-25.141497168584902,-53.83092905024245
br-277,299,-25.141369798474845,-53.83076422374888
br-277,300,-25.141237738027993,-53.830603382480746
br-277,301,-25.14109564313026,-53.83045106715663
br-277,302,-25.140948822853016,-53.83030336338338
br-277,303,-25.140800016906237,-53.83015759744728
br-277,304,-25.140642054420177,-53.83002202245865
br-277,305,-25.14048125306001,-53.82988960704984
br-277,306,-25.140320451699843,-53.829757191641036
br-277,307,-25.140159650339676,-53.82962477623223
br-277,308,-25.13999884897951,-53.82949236082342
br-277,309,-25.139838047619342,-53.829359945414616
br-277,310,-25.13967724625918,-53.8292275300058
br-277,311,-25.139516444899012,-53.829095114596996
br-277,312,-25.139355643538845,-53.82896269918819
br-277,313,-25.13919484217868,-53.82883028377938
br-277,314,-25.139034040818512,-53.828697868370575
br-277,315,-25.138873239458345,-53.82856545296177
br-277,316,-25.138712438098178,-53.82843303755296
br-277,317,-25.138551636738015,-53.828300622144155
br-277,318,-25.13839067198961,-53.828168407214484
br-277,319,-25.138228534572725,-53.828037631161756
br-277,320,-25.138066397155843,-53.82790685510903
br-277,321,-25.137904259738956,-53.8277760790563
br-277,322,-25.137742122322074,-53.82764530300358
br-277,323,-25.13757998490519,-53.82751452695085
br-277,324,-25.137417847488305,-53.82738375089812
br-277,325,-25.137255710071422,-53.82725297484539
br-277,326,-25.137093572654535,-53.827122198792665
br-277,327,-25.136931435237653,-53.82699142273994
br-277,328,-25.136769297820766,-53.82686064668721
br-277,329,-25.136606286983152,-53.826730974903235
br-277,330,-25.136441684120985,-53.826603315921226
br-277,331,-25.13627708125882,-53.826475656939216
br-277,332,-25.136112478396655,-53.82634799795721
br-277,333,-25.135946270944384,-53.82622259732523
br-277,334,-25.135771558014184,-53.82610916756748
br-277,335,-25.13559570288554,-53.82599772654483
br-277,336,-25.135409686767193,-53.82590397729609
br-277,337,-25.13522367064885,-53.82581022804737
br-277,338,-25.13503206560809,-53.825728663778634
br-277,339,-25.13483943601244,-53.82564941907463
br-277,340,-25.134643851941526,-53.82557774070185
br-277,341,-25.134446556320622,-53.825511144011706
br-277,342,-25.134247460821648,-53.825449891254955
br-277,343,-25.13404710905822,-53.8253931636317
br-277,344,-25.13384493082562,-53.82534301505063
br-277,345,-25.13364275259302,-53.82529286646956
br-277,346,-25.133440574360417,-53.825242717888486
br-277,347,-25.133237879045794,-53.82519475605133
br-277,348,-25.133034652280898,-53.82514904172151
br-277,349,-25.132831425516002,-53.82510332739169
br-277,350,-25.132628198751107,-53.82505761306187
br-277,351,-25.13242497198621,-53.82501189873205
br-277,352,-25.132221745221315,-53.82496618440223
br-277,353,-25.13201851845642,-53.824920470072406
br-277,354,-25.131815291691524,-53.824874755742584
br-277,355,-25.131612064926628,-53.82482904141277
br-277,356,-25.131408838161732,-53.82478332708295
br-277,357,-25.131205837533674,-53.82473663239133
br-277,358,-25.13100312033491,-53.824688708960245
br-277,359,-25.130800403136146,-53.82464078552916
br-277,360,-25.13059768593738,-53.824592862098086
br-277,361,-25.13039496873862,-53.824544938667
br-277,362,-25.130192251539857,-53.82449701523592
br-277,363,-25.129989534341092,-53.824449091804844
br-277,364,-25.129794540224857,-53.824375853010416
br-277,365,-25.129600859150912,-53.82429932047295
br-277,366,-25.1294095353425,-53.82421694257388
br-277,367,-25.129221841859685,-53.82412687505314
br-277,368,-25.129036654433747,-53.82403149929524
br-277,369,-25.128859947647285,-53.82392128868773
br-277,370,-25.1286838,-53.8238101
br-277,371,-25.1436145,-53.8350103
br-277,372,-25.143705885610274,-53.835204604341605
br-277,373,-25.143797271220546,-53.83539890868321
br-277,374,-25.143888757851716,-53.83559316476755
br-277,375,-25.143982476606006,-53.83578635457584
br-277,376,-25.144076195360295,-53.835979544384124
br-277,377,-25.144169914114585,-53.83617273419241
br-277,378,-25.144263632868874,-53.836365924000695
br-277,379,-25.144357351623164,-53.83655911380898
br-277,380,-25.14445172818503,-53.83675197011975
br-277,381,-25.14455216955317,-53.83694175167443
br-277,382,-25.144652610921305,-53.83713153322911
br-277,383,-25.144762958097818,-53.83731566265462
br-277,384,-25.14487523677523,-53.837498689990085
br-277,385,-25.144987515452645,-53.83768171732556
br-277,386,-25.145102847837027,-53.83786272279881
br-277,387,-25.145227506978426,-53.838037553017585
br-277,388,-25.145352166119824,-53.83821238323636
br-277,389,-25.145476825261223,-53.838387213455135
br-277,390,-25.145611163546665,-53.838554718113315
br-277,391,-25.145745562362794,-53.83872217695947
br-277,392,-25.14588337894398,-53.83888677219489
br-277,393,-25.14602472055625,-53.8390484139456
br-277,394,-25.14616953633479,-53.83920688547326
br-277,395,-25.146317598857088,-53.83936239430395
br-277,396,-25.14646566137939,-53.839517903134634
br-277,397,-25.14661372390169,-53.83967341196532
br-277,398,-25.146761786423994,-53.839828920796
br-277,399,-25.146909848946294,-53.83998442962669
br-277,400,-25.147057911468597,-53.840139938457376
br-277,401,-25.147205973990896,-53.840295447288064
br-277,402,-25.147354036513196,-53.84045095611875
br-277,403,-25.147502160275188,-53.84060640559253
br-277,404,-25.147652971268307,-53.84075925045271
br-277,405,-25.147803782261427,-53.8409120953129
br-277,406,-25.14795459325455,-53.84106494017309
br-277,407,-25.14810540424767,-53.84121778503327
br-277,408,-25.14825621524079,-53.84137062989346
br-277,409,-25.148407026233908,-53.84152347475365
br-277,410,-25.14855783722703,-53.84167631961384
br-277,411,-25.14870864822015,-53.84182916447402
br-277,412,-25.14885945921327,-53.84198200933421
br-277,413,-25.14901027020639,-53.8421348541944
br-277,414,-25.149161081199512,-53.84228769905458
br-277,415,-25.14931189219263,-53.84244054391477
br-277,416,-25.14946270318575,-53.84259338877496
br-277,417,-25.14961351417887,-53.84274623363515
br-277,418,-25.149764325171994,-53.84289907849533
br-277,419,-25.149915136165113,-53.84305192335552
br-277,420,-25.150065947158232,-53.843204768215706
br-277,421,-25.150216758151352,-53.84335761307589
br-277,422,-25.150367569144475,-53.84351045793608
br-277,423,-25.150518380137594,-53.843663302796266
br-277,424,-25.150669191130714,-53.84381614765645
br-277,425,-25.150820002123833,-53.843968992516636
br-277,426,-25.150970813116956,-53.844121837376825
br-277,427,-25.151121624110075,-53.844274682237014
br-277,428,-25.151272435103195,-53.844427527097196
br-277,429,-25.151423246096314,-53.844580371957385
br-277,430,-25.151574057089437,-53.84473321681757
br-277,431,-25.151724868082557,-53.844886061677755
br-277,432,-25.151875679075676,-53.845038906537944
br-277,433,-25.152026490068796,-53.84519175139813
br-277,434,-25.15217730106192,-53.84534459625832
br-277,435,-25.152328112055038,-53.8454974411185
br-277,436,-25.152478923048157,-53.84565028597869
br-277,437,-25.152629734041277,-53.84580313083888
br-277,438,-25.1527805450344,-53.84595597569906
br-277,439,-25.15293135602752,-53.84610882055925
br-277,440,-25.15308216702064,-53.84626166541944
br-277,441,-25.153232978013758,-53.84641451027963
br-277,442,-25.15338378900688,-53.84656735513981
br-277,443,-25.1535346,-53.8467202
br-277,444,-25.1286333,-53.8237782
br-277,445,-25.128419826751887,-53.82362268799577
br-277,446,-25.128214206719022,-53.82345683651404
br-277,447,-25.128016931096113,-53.82328145494495
br-277,448,-25.127825373281503,-53.82309954311034
br-277,449,-25.127643671339015,-53.82290788806823
br-277,450,-25.127470081303247,-53.82270896715118
br-277,451,-25.1433773,-53.8345517
br-277,452,-25.157691,-53.8509429
br-277,453,-25.15783683247553,-53.85109297875876
br-277,454,-25.157982664951064,-53.85124305751752
br-277,455,-25.158128497426596,-53.85139313627628
br-277,456,-25.15827283973263,-53.85154457878812
br-277,457,-25.158409436508595,-53.851703109748975
br-277,458,-25.15854603328456,-53.85186164070982
br-277,459,-25.158679137913758,-53.852023026677195
br-277,460,-25.15880735570708,-53.85218840787996
br-277,461,-25.158935573500397,-53.85235378908272
br-277,462,-25.15905335368522,-53.85252672603578
br-277,463,-25.15917041827661,-53.85270018100456
br-277,464,-25.159287482867995,-53.85287363597334
br-277,465,-25.159403201897458,-53.85304796594027
br-277,466,-25.159514265235366,-53.85322532343158
br-277,467,-25.159625328573274,-53.85340268092289
br-277,468,-25.15973389472845,-53.853581526774406
br-277,469,-25.159837054665264,-53.85376359481715
br-277,470,-25.159940214602074,-53.85394566285989
br-277,471,-25.160043374538887,-53.85412773090263
br-277,472,-25.160146534475697,-53.85430979894538
br-277,473,-25.16024969441251,-53.85449186698812
br-277,474,-25.160352854349323,-53.85467393503086
br-277,475,-25.160456014286133,-53.85485600307361
br-277,476,-25.160559174222946,-53.85503807111635
br-277,477,-25.160662531191416,-53.85522002716176
br-277,478,-25.160766192576226,-53.8554018101699
br-277,479,-25.160869853961035,-53.855583593178046
br-277,480,-25.160973515345844,-53.85576537618619
br-277,481,-25.161077176730657,-53.855947159194336
br-277,482,-25.161180838115467,-53.85612894220248
br-277,483,-25.161284499500276,-53.856310725210626
br-277,484,-25.161388160885085,-53.85649250821877
br-277,485,-25.161491822269898,-53.856674291226916
br-277,486,-25.161595483654708,-53.85685607423506
br-277,487,-25.161699145039517,-53.857037857243206
br-277,488,-25.161802806424326,-53.85721964025135
br-277,489,-25.161906467809136,-53.857401423259496
br-277,490,-25.16201012919395,-53.85758320626764
br-277,491,-25.162121469404422,-53.85776033813275
br-277,492,-25.162234563094515,-53.85793640789737
br-277,493,-25.162347656784608,-53.85811247766198
br-277,494,-25.162474420530398,-53.85827882809188
br-277,495,-25.16260502080866,-53.858442290901394
br-277,496,-25.162741499085474,-53.85860092388885
br-277,497,-25.16288419072917,-53.85875388112705
br-277,498,-25.163029858579506,-53.858904119677796
br-277,499,-25.163175526429843,-53.85905435822853
br-277,500,-25.16334437836242,-53.859177892945475
br-277,501,-25.163513581474355,-53.85930102316785
br-277,502,-25.163687693127116,-53.859416917137985
br-277,503,-25.163864659417015,-53.85952860275474
br-277,504,-25.164051255671364,-53.85962215320774
br-277,505,-25.164242897256905,-53.859706202285324
br-277,506,-25.164437877993247,-53.85978180943451
br-277,507,-25.164635160681428,-53.85985159686672
br-277,508,-25.164837453381136,-53.859903770149465
br-277,509,-25.165041932547343,-53.85994825627469
br-277,510,-25.165248394659518,-53.85998188465359
br-277,511,-25.165455595113045,-53.860010505078684
br-277,512,-25.16566464556542,-53.8600199206569
br-277,513,-25.16587377117054,-53.86002269318275
br-277,514,-25.166082981129,-53.860018009377704
br-277,515,-25.166290504785138,-53.85999372130387
br-277,516,-25.166497441473624,-53.859962609381554
br-277,517,-25.16670331842245,-53.85992559949076
br-277,518,-25.166908141959087,-53.85988272684691
br-277,519,-25.167112965495726,-53.85983985420307
br-277,520,-25.167317789032364,-53.85979698155923
br-277,521,-25.167522612569,-53.85975410891538
br-277,522,-25.16772743610564,-53.85971123627154
br-277,523,-25.16793225617225,-53.8596683470634
br-277,524,-25.168137065454008,-53.85962540637341
br-277,525,-25.168341874735766,-53.85958246568342
br-277,526,-25.168546684017524,-53.85953952499343
br-277,527,-25.168751493299283,-53.859496584303436
br-277,528,-25.16895630258104,-53.85945364361344
br-277,529,-25.169160595294137,-53.85940833871264
br-277,530,-25.169364650017368,-53.85936194458933
br-277,531,-25.169568704740602,-53.85931555046602
br-277,532,-25.169772759463832,-53.85926915634271
br-277,533,-25.169976814187066,-53.8592227622194
br-277,534,-25.170180868910297,-53.859176368096094
br-277,535,-25.17038492363353,-53.859129973972784
br-277,536,-25.170589042850416,-53.859083870891794
br-277,537,-25.170793594592222,-53.85903971967804
br-277,538,-25.17099814633403,-53.85899556846429
br-277,539,-25.17120269807583,-53.85895141725053
br-277,540,-25.171407249817637,-53.85890726603678
br-277,541,-25.17161180155944,-53.85886311482303
br-277,542,-25.171816353301246,-53.858818963609274
br-277,543,-25.17202090504305,-53.858774812395524
br-277,544,-25.172225456784854,-53.858730661181774
br-277,545,-25.172430008526657,-53.85868650996802
br-277,546,-25.172635060372247,-53.85864497539482
br-277,547,-25.172841476798705,-53.858610580574855
br-277,548,-25.173048349887008,-53.85858106625131
br-277,549,-25.173257563982922,-53.858576571051394
br-277,550,-25.173465985260574,-53.85858845713887
br-277,551,-25.173673058700636,-53.85861730016896
br-277,552,-25.1738768953273,-53.858664643324545
br-277,553,-25.174075770692696,-53.85872901331551
br-277,554,-25.174270968172358,-53.85880389811502
br-277,555,-25.17446086213845,-53.858891824370446
br-277,556,-25.174641315676286,-53.85899729725804
br-277,557,-25.174815211095673,-53.85911281298275
br-277,558,-25.174971041052526,-53.859252483198965
br-277,559,-25.175121711672485,-53.85939735675161
br-277,560,-25.175262700125465,-53.85955199504207
br-277,561,-25.175392945039324,-53.85971550201524
br-277,562,-25.175518070705518,-53.8598832348755
br-277,563,-25.17561990751447,-53.86006598353435
br-277,564,-25.175721048647326,-53.86024918073955
br-277,565,-25.175795025500726,-53.86044469663473
br-277,566,-25.17586620226905,-53.86064148233645
br-277,567,-25.17591934929086,-53.86084373823929
br-277,568,-25.175969515592328,-53.861046898488716
br-277,569,-25.176004628109386,-53.86125317899086
br-277,570,-25.176039345077196,-53.86145954147993
br-277,571,-25.176074062045007,-53.86166590396901
br-277,572,-25.17610309969449,-53.86187312547448
br-277,573,-25.17613096553392,-53.86208052422024
br-277,574,-25.176158831373346,-53.862287922966004
br-277,575,-25.176186697212774,-53.86249532171177
br-277,576,-25.176214563052202,-53.86270272045753
br-277,577,-25.17624242889163,-53.86291011920329
br-277,578,-25.176270294731058,-53.86311751794906
br-277,579,-25.176298160570486,-53.86332491669482
br-277,580,-25.176326026409914,-53.86353231544058
br-277,581,-25.17635389224934,-53.863739714186345
br-277,582,-25.17638175808877,-53.86394711293211
br-277,583,-25.176409623928198,-53.86415451167787
br-277,584,-25.176437489767626,-53.86436191042363
br-277,585,-25.176465355607053,-53.8645693091694
