road_id,order,lat,lon
br-376,1365,-25.90102569427882,-48.92555243014545
br-376,1366,-25.901178879175795,-48.925418048737654
br-376,1367,-25.90133206407277,-48.925283667329865
br-376,1368,-25.901485248969742,-48.925149285922075
br-376,1369,-25.90163843386672,-48.92501490451428
br-376,1370,-25.901791618763692,-48.92488052310649
br-376,1371,-25.901944803660665,-48.92474614169869
br-376,1372,-25.90209798855764,-48.9246117602909
br-376,1373,-25.902251173454616,-48.924477378883104
br-376,1374,-25.90240435835159,-48.924342997475314
br-376,1375,-25.902557543248562,-48.924208616067524
br-376,1376,-25.902710728145536,-48.92407423465973
br-376,1377,-25.902863779247742,-48.92393970109185
br-376,1378,-25.903016652253243,-48.92380496498083
br-376,1379,-25.903169525258743,-48.923670228869824
br-376,1380,-25.903322398264244,-48.92353549275881
br-376,1381,-25.903475271269745,-48.923400756647794
br-376,1382,-25.903628144275245,-48.923266020536786
br-376,1383,-25.903781017280746,-48.92313128442577
br-376,1384,-25.903933890286247,-48.922996548314764
br-376,1385,-25.904086763291748,-48.92286181220375
br-376,1386,-25.904238214454544,-48.92272548789809
br-376,1387,-25.904388975849532,-48.92258839312356
br-376,1388,-25.904539899912262,-48.92245147760542
br-376,1389,-25.904690945027717,-48.922314695484815
br-376,1390,-25.904841990143176,-48.92217791336421
br-376,1391,-25.904998687706666,-48.92204773215471
br-376,1392,-25.90515761864999,-48.921920219833915
br-376,1393,-25.905320473045638,-48.921797735462505
br-376,1394,-25.905486548753633,-48.92167988190864
br-376,1395,-25.90565882603374,-48.921571118384364
br-376,1396,-25.905836124022738,-48.92147067238634
br-376,1397,-25.906013422011736,-48.92137022638832
br-376,1398,-25.906191676923093,-48.92127156144908
br-376,1399,-25.906373300776615,-48.92117916690783
br-376,1400,-25.906560426570326,-48.92109862038953
br-376,1401,-25.906752967245268,-48.92103238541043
br-376,1402,-25.906947249546903,-48.92097094210337
br-376,1403,-25.907143849819537,-48.92091734818373
br-376,1404,-25.907340862470573,-48.920865423498746
br-376,1405,-25.907539802526475,-48.92082130060697
br-376,1406,-25.907739443860013,-48.92078074756072
br-376,1407,-25.907940291316603,-48.920746334269644
br-376,1408,-25.908141636046906,-48.920715073073914
br-376,1409,-25.908343323231016,-48.92068598260833
br-376,1410,-25.908545010415125,-48.92065689214275
br-376,1411,-25.90874669759923,-48.92062780167717
br-376,1412,-25.90894838478334,-48.92059871121158
br-376,1413,-25.90915007196745,-48.920569620746
br-376,1414,-25.90935175915156,-48.92054053028042
br-376,1415,-25.909553446335664,-48.92051143981484
br-376,1416,-25.909755133519774,-48.92048234934925
br-376,1417,-25.909956820703883,-48.92045325888367
br-376,1418,-25.910158507887992,-48.92042416841809
br-376,1419,-25.910360195072098,-48.920395077952506
br-376,1420,-25.910561941154086,-48.92036640028738
br-376,1421,-25.910763716146803,-48.92033792525034
br-376,1422,-25.910965491139525,-48.920309450213296
br-376,1423,-25.911167266132242,-48.920280975176254
br-376,1424,-25.911369041124964,-48.92025250013921
br-376,1425,-25.91157081611768,-48.92022402510217
br-376,1426,-25.911772591110402,-48.92019555006513
br-376,1427,-25.91197436610312,-48.92016707502809
br-376,1428,-25.91217614109584,-48.92013859999105
br-376,1429,-25.91237791608856,-48.920110124954
br-376,1430,-25.91257969108128,-48.92008164991696
br-376,1431,-25.912781466073998,-48.92005317487992
br-376,1432,-25.91298324106672,-48.92002469984288
br-376,1433,-25.913185016059437,-48.919996224805836
br-376,1434,-25.913386791052158,-48.919967749768794
br-376,1435,-25.913588566044876,-48.91993927473175
br-376,1436,-25.913790341037597,-48.91991079969471
br-376,1437,-25.913992116030315,-48.91988232465767
br-376,1438,-25.914193891023036,-48.91985384962063
br-376,1439,-25.914395666015754,-48.91982537458359
br-376,1440,-25.914597441008475,-48.91979689954655
br-376,1441,-25.914799216001192,-48.919768424509506
br-376,1442,-25.91500099099391,-48.919739949472465
br-376,1443,-25.91520276598663,-48.919711474435424
br-376,1444,-25.91540456036703,-48.91968313736118
br-376,1445,-25.915606368416338,-48.91965489755494
br-376,1446,-25.915808103148155,-48.919626147857315
br-376,1447,-25.916009691920134,-48.9195963830722
br-376,1448,-25.916211280692114,-48.91956661828707
br-376,1449,-25.916412869464093,-48.919536853501945
br-376,1450,-25.916614458236072,-48.91950708871682
br-376,1451,-25.91681604700805,-48.9194773239317
br-376,1452,-25.91701763578003,-48.919447559146576
br-376,1453,-25.917218902142288,-48.91941570151586
br-376,1454,-25.91741975256078,-48.91938155537054
br-376,1455,-25.917618929931482,-48.91933851642978
br-376,1456,-25.91781724447431,-48.91929179395949
br-376,1457,-25.918014427404003,-48.91924056569018
br-376,1458,-25.918207876402114,-48.91917652304384
br-376,1459,-25.91839987685205,-48.919108501252026
br-376,1460,-25.918589224590708,-48.91903319249233
br-376,1461,-25.91877552341393,-48.91895071011401
br-376,1462,-25.91896027291844,-48.918864832242
br-376,1463,-25.919141442126183,-48.91877154937333
br-376,1464,-25.919318888645186,-48.91867139992212
br-376,1465,-25.919494695740013,-48.91856843826474
br-376,1466,-25.919667331437985,-48.918460175199904
br-376,1467,-25.919837385617623,-48.918347929901145
br-376,1468,-25.920006689688464,-48.91823452748927
br-376,1469,-25.9201759937593,-48.9181211250774
br-376,1470,-25.920345297830142,-48.91800772266552
br-376,1471,-25.92051460190098,-48.91789432025365
br-376,1472,-25.92068390597182,-48.91778091784178
br-376,1473,-25.92085321004266,-48.917667515429905
br-376,1474,-25.9210225141135,-48.917554113018035
br-376,1475,-25.92119181818434,-48.91744071060616
br-376,1476,-25.92136112225518,-48.91732730819429
br-376,1477,-25.92153042632602,-48.91721390578242
br-376,1478,-25.92169973039686,-48.91710050337054
br-376,1479,-25.921869034467697,-48.91698710095867
br-376,1480,-25.92203833853854,-48.9168736985468
br-376,1481,-25.92220764260938,-48.916760296134925
br-376,1482,-25.92237578770159,-48.91664518789586
br-376,1483,-25.922543579442404,-48.916529559581264
br-376,1484,-25.922711439596554,-48.916414031825454
br-376,1485,-25.92288060261213,-48.91630041910793
br-376,1486,-25.923049765627702,-48.9161868063904
br-376,1487,-25.923218928643273,-48.91607319367288
br-376,1488,-25.923388091658847,-48.91595958095535
br-376,1489,-25.92355725467442,-48.915845968237825
br-376,1490,-25.923726417689995,-48.915732355520305
br-376,1491,-25.92389558070557,-48.91561874280278
br-376,1492,-25.92406415753822,-48.91550426473623
br-376,1493,-25.92423241285429,-48.91538931203275
br-376,1494,-25.924399432987894,-48.91527259173951
br-376,1495,-25.924565224981418,-48.91515411393439
br-376,1496,-25.924730543480724,-48.91503498009534
br-376,1497,-25.92489521269183,-48.91491494665694
br-376,1498,-25.925059402819546,-48.914794272088045
br-376,1499,-25.925221180359774,-48.91467036888833
br-376,1500,-25.925382472238084,-48.914545839552844
br-376,1501,-25.9255427199418,-48.91441996402355
br-376,1502,-25.925702967645513,-48.91429408849425
br-376,1503,-25.925863215349228,-48.91416821296496
br-376,1504,-25.926023586873434,-48.914042499431865
br-376,1505,-25.926187107177505,-48.91392090549461
br-376,1506,-25.926353245332415,-48.91380295012724
br-376,1507,-25.92652177536079,-48.91368844261672
br-376,1508,-25.92669266998287,-48.91357745161003
br-376,1509,-25.926865092190052,-48.91346887026701
br-376,1510,-25.927039604185097,-48.91336377164481
br-376,1511,-25.927219015243935,-48.913267150490874
br-376,1512,-25.927399792491585,-48.91317313182391
br-376,1513,-25.92758176706165,-48.913081512512875
br-376,1514,-25.927768698804147,-48.91300039223756
br-376,1515,-25.927956766780454,-48.9129220795967
br-376,1516,-25.92814750285907,-48.912850359838366
br-376,1517,-25.928338641632703,-48.912779733162466
br-376,1518,-25.928530319696463,-48.91271057034519
br-376,1519,-25.928723878829164,-48.9126469327344
br-376,1520,-25.92891818040572,-48.912585588555274
br-376,1521,-25.929115045203808,-48.91253297461516
br-376,1522,-25.929312251453624,-48.91248168622615
br-376,1523,-25.92951003568576,-48.91243264162461
br-376,1524,-25.929709014112575,-48.91238873661879
br-376,1525,-25.929908218601977,-48.91234583251624
br-376,1526,-25.930107986847666,-48.912305625260224
br-376,1527,-25.93030775523551,-48.91226541871054
br-376,1528,-25.930507524188407,-48.91222521496843
br-376,1529,-25.930707293141307,-48.91218501122633
br-376,1530,-25.930907062094203,-48.91214480748422
br-376,1531,-25.931106831047103,-48.91210460374211
br-376,1532,-25.8544433,-48.9582914
br-376,1533,-25.854410755061913,-48.95808076916071
br-376,1534,-25.854383292561007,-48.95786942677413
br-376,1535,-25.854366952251265,-48.95765692750931
br-376,1536,-25.854371082056826,-48.95744391151403
br-376,1537,-25.85440148393575,-48.95723304712102
br-376,1538,-25.854447548051002,-48.957025073745704
br-376,1539,-25.85450998634221,-48.95682158713947
br-376,1540,-25.854580859214572,-48.95662058574789
br-376,1541,-25.854651588316045,-48.95641953505186
br-376,1542,-25.854718986033703,-48.956217341898885
br-376,1543,-25.854785736593204,-48.95601493776873
br-376,1544,-25.85485045575224,-48.955811871390644
br-376,1545,-25.854914445878507,-48.95560858455254
br-376,1546,-25.85497309649402,-48.955403683042654
br-376,1547,-25.855031371715924,-48.955198677079245
br-376,1548,-25.85508698428346,-48.95499293023045
br-376,1549,-25.855137973269425,-48.95478602612803
br-376,1550,-25.8551839245407,-48.954577945780414
br-376,1551,-25.855221193875728,-48.9543681055918
br-376,1552,-25.85525559042157,-48.95415776919198
br-376,1553,-25.855285425422835,-48.95394674176239
br-376,1554,-25.855314605882118,-48.95373561986777
br-376,1555,-25.855341669552548,-48.95352421485081
br-376,1556,-25.855370497398557,-48.95331306832684
br-376,1557,-25.855405220840925,-48.95310278564566
br-376,1558,-25.855461026145665,-48.952897159486604
br-376,1559,-25.85554564219855,-48.95270164919619
br-376,1560,-25.855656737561905,-48.95252008838613
br-376,1561,-25.85579274527442,-48.95235646740624
br-376,1562,-25.855948885762146,-48.9522117649308
br-376,1563,-25.856124980260166,-48.95209204433988
br-376,1564,-25.856314140857283,-48.95199463586698
br-376,1565,-25.856510554264823,-48.95191189351512
br-376,1566,-25.856706967672366,-48.95182915116325
br-376,1567,-25.856903381079906,-48.95174640881138
br-376,1568,-25.857099794487446,-48.95166366645952
br-376,1569,-25.85729628860397,-48.95158111840122
br-376,1570,-25.85749351880928,-48.95150034235548
br-376,1571,-25.857690749014598,-48.95141956630974
br-376,1572,-25.85788797921991,-48.95133879026399
br-376,1573,-25.858085209425226,-48.95125801421825
br-376,1574,-25.858282439630543,-48.951177238172505
br-376,1575,-25.858479669835855,-48.95109646212676
br-376,1576,-25.85867690004117,-48.951015686081014
br-376,1577,-25.858874130246484,-48.95093491003527
br-376,1578,-25.85907155341154,-48.95085463855752
br-376,1579,-25.859274027420373,-48.950788782905015
br-376,1580,-25.85948437586959,-48.950757970434445
br-376,1581,-25.85969622880023,-48.950774435733926
br-376,1582,-25.859904856149576,-48.95081775174492
br-376,1583,-25.860113125109038,-48.95086301280964
br-376,1584,-25.860321804163135,-48.95090633223812
br-376,1585,-25.860532713609835,-48.95093574867397
br-376,1586,-25.860745370200107,-48.95092610090397
br-376,1587,-25.860954279840556,-48.95088638979506
br-376,1588,-25.861158720473515,-48.9508263816173
br-376,1589,-25.861362034698246,-48.95076244532497
br-376,1590,-25.861566020678517,-48.95070118006395
br-376,1591,-25.86177687318032,-48.950673965545974
br-376,1592,-25.861987700431076,-48.95069736148854
br-376,1593,-25.862189199411333,-48.95076628318757
br-376,1594,-25.862386645436878,-48.9508465302464
br-376,1595,-25.862584091462423,-48.95092677730523
br-376,1596,-25.862784434638545,-48.95099845729397
br-376,1597,-25.862992256309767,-48.95104368899722
br-376,1598,-25.863204038691347,-48.95104312663073
br-376,1599,-25.8634110965291,-48.95099594546765
br-376,1600,-25.863607355251418,-48.950913442216326
br-376,1601,-25.86377719136756,-48.95078496274412
br-376,1602,-25.863920929023614,-48.95062786794473
br-376,1603,-25.86403866221253,-48.95045051495417
br-376,1604,-25.86413455486659,-48.950260328229135
br-376,1605,-25.86422303550226,-48.950066432121474
br-376,1606,-25.864311516137928,-48.94987253601381
br-376,1607,-25.864414847668996,-48.94968631939829
br-376,1608,-25.864545286168234,-48.94951875075075
br-376,1609,-25.86470790505114,-48.94938237753179
br-376,1610,-25.864895693384714,-48.94928347883755
br-376,1611,-25.86510041069217,-48.94922537077919
br-376,1612,-25.86530901867755,-48.94918169891307
br-376,1613,-25.865517626662932,-48.949138027046956
br-376,1614,-25.865725625218705,-48.94909174282087
br-376,1615,-25.865929494540527,-48.94903022178769
br-376,1616,-25.86612185045921,-48.94893941538252
br-376,1617,-25.866293391933755,-48.94881309240161
br-376,1618,-25.866441095253812,-48.94865956297129
br-376,1619,-25.866571736862486,-48.948491166731614
br-376,1620,-25.86667196840722,-48.94830334847013
br-376,1621,-25.86674508517968,-48.94810315241362
br-376,1622,-25.866792781376073,-48.947895453787126
br-376,1623,-25.866812164158045,-48.947683280575816
br-376,1624,-25.866791570924324,-48.94747136494707
br-376,1625,-25.86674725867183,-48.94726289205259
br-376,1626,-25.8666772676011,-48.94706163781646
br-376,1627,-25.866590693870226,-48.946866997711304
br-376,1628,-25.866494342317395,-48.94667701207706
br-376,1629,-25.86638545960481,-48.94649379341438
br-376,1630,-25.86627657689223,-48.9463105747517
br-376,1631,-25.866167694179644,-48.946127356089015
br-376,1632,-25.866058811467063,-48.94594413742633
br-376,1633,-25.865952465379188,-48.945759487747594
br-376,1634,-25.865852997703296,-48.945571044133736
br-376,1635,-25.865769756485765,-48.94537492328267
br-376,1636,-25.865722377643483,-48.945167125860266
br-376,1637,-25.86569637086182,-48.944955773518366
br-376,1638,-25.865684290283905,-48.94474305073967
br-376,1639,-25.865684085384373,-48.944529980970366
br-376,1640,-25.86569164849701,-48.944317055247765
br-376,1641,-25.865705222361633,-48.94410435763694
br-376,1642,-25.865724062967836,-48.943892077879
br-376,1643,-25.865744197822988,-48.94367990080421
br-376,1644,-25.865764332678136,-48.943467723729434
br-376,1645,-25.865784467533288,-48.943255546654655
br-376,1646,-25.865804602388437,-48.943043369579875
br-376,1647,-25.86582473724359,-48.94283119250509
br-376,1648,-25.865844872098737,-48.94261901543031
br-376,1649,-25.86586500695389,-48.94240683835553
br-376,1650,-25.865885141809038,-48.94219466128075
br-376,1651,-25.86590527666419,-48.941982484205965
br-376,1652,-25.86592541151934,-48.941770307131186
br-376,1653,-25.865941083950144,-48.94155776339005
br-376,1654,-25.86595287044261,-48.941345025358686
br-376,1655,-25.865955241421243,-48.941131908250235
br-376,1656,-25.865945866278008,-48.94091908418882
br-376,1657,-25.86591907575443,-48.94070776740716
br-376,1658,-25.865875516332764,-48.940499300881626
br-376,1659,-25.865812782398823,-48.94029586176839
br-376,1660,-25.86573810207268,-48.94009638058385
br-376,1661,-25.865651739896656,-48.9399016735979
br-376,1662,-25.865548777581473,-48.93971506361664
br-376,1663,-25.865444847520266,-48.93952901974523
br-376,1664,-25.86533264609226,-48.939347814438996
br-376,1665,-25.86522044466425,-48.93916660913276
br-376,1666,-25.86510351541415,-48.938988441933624
br-376,1667,-25.8649853102761,-48.938811094622416
br-376,1668,-25.86486710513805,-48.93863374731121
br-376,1669,-25.85426635577843,-48.95850064761493
br-376,1670,-25.8544811,-48.9588614
br-376,1671,-25.854591755270903,-48.95905954411667
br-376,1672,-25.8547024105418,-48.95925768823333
br-376,1673,-25.85480696318648,-48.95945906397387
br-376,1674,-25.854893655239298,-48.95966857775243
br-376,1675,-25.85494460706161,-48.95988911933341
br-376,1676,-25.854964501045316,-48.96011511749737
br-376,1677,-25.854966689213242,-48.96034196873394
br-376,1678,-25.85494052847659,-48.96056730335662
br-376,1679,-25.854894883596756,-48.960789540929525
br-376,1680,-25.854837599797666,-48.96100909483458
br-376,1681,-25.854771802040013,-48.961226295974164
br-376,1682,-25.854703101782288,-48.96144258937085
br-376,1683,-25.85463342202015,-48.96165857643226
br-376,1684,-25.854563742258016,-48.96187456349366
br-376,1685,-25.854494062495878,-48.96209055055507
br-376,1686,-25.854424382733743,-48.96230653761648
br-376,1687,-25.854354702971605,-48.96252252467789
br-376,1688,-25.85428502320947,-48.96273851173929
br-376,1689,-25.854215343447333,-48.9629544988007
br-376,1690,-25.8541456636852,-48.96317048586211
br-376,1691,-25.85407598392306,-48.96338647292352
br-376,1692,-25.854006304160926,-48.96360245998492
br-376,1693,-25.853936624398788,-48.96381844704633
br-376,1694,-25.853866944636653,-48.96403443410774
br-376,1695,-25.853797264874515,-48.96425042116915
br-376,1696,-25.85372527184255,-48.964465646466486
br-376,1697,-25.85365208818481,-48.964680469950544
br-376,1698,-25.853575411545638,-48.964894047455374
br-376,1699,-25.853492383374366,-48.965105230133446
br-376,1700,-25.853403180512213,-48.96531390067733
br-376,1701,-25.85330774528313,-48.96551980185272
br-376,1702,-25.8532085,-48.9657239
br-376,1703,-25.8468139,-49.0650179
br-376,1704,-25.846862941264337,-49.06474037543788
br-376,1705,-25.846898015200182,-49.064460969926394
br-376,1706,-25.846906743038875,-49.06417935985509
br-376,1707,-25.8468999,-49.0638977
br-376,1708,-25.5416977,-49.1910039
br-376,1709,-25.541405666666666,-49.19110296666666
br-376,1710,-25.541113633333335,-49.19120203333333
br-376,1711,-25.5408216,-49.1913011
br-376,1712,-25.5370531,-49.1925794
br-376,1713,-25.536802934441024,-49.19266425326898
br-376,1714,-25.53655276888205,-49.19274910653797
br-376,1715,-25.536302603323072,-49.19283395980695
br-376,1716,-25.5360524377641,-49.192918813075934
br-376,1717,-25.53580227220512,-49.193003666344914
br-376,1718,-25.5355521,-49.1930885
br-376,1719,-25.5379692,-49.1922687
br-376,1720,-25.537663833333333,-49.192372266666666
br-376,1721,-25.537358466666667,-49.19247583333333
br-376,1722,-25.5388847,-49.1919581
br-376,1723,-25.538579533333333,-49.19206163333333
br-376,1724,-25.538274366666666,-49.19216516666667
br-376,1725,-25.5398198,-49.1916402
br-376,1726,-25.5395081,-49.19174616666667
br-376,1727,-25.5391964,-49.191852133333335
br-376,1728,-25.5406206,-49.1913693
br-376,1729,-25.540274099999998,-49.191486499999996
br-376,1730,-25.5399276,-49.1916037
br-376,1731,-25.5469072,-49.1892406
br-376,1732,-25.54669089090909,-49.18931376363636
br-376,1733,-25.54647458181818,-49.18938692727273
br-376,1734,-25.546258272727272,-49.18946009090909
br-376,1735,-25.546041963636362,-49.18953325454545
br-376,1736,-25.545825654545453,-49.18960641818182
br-376,1737,-25.545609345454547,-49.18967958181818
br-376,1738,-25.545393036363638,-49.18975274545455
br-376,1739,-25.54517672727273,-49.189825909090914
br-376,1740,-25.54496041818182,-49.18989907272727
br-376,1741,-25.54474410909091,-49.18997223636364
br-376,1742,-25.5445278,-49.1900454
br-376,1743,-25.5468915,-49.1893337
br-376,1744,-25.547145533333335,-49.1892478
br-376,1745,-25.547399566666666,-49.1891619
br-376,1746,-25.5476536,-49.189076
br-376,1747,-25.5437618,-49.1903045
br-376,1748,-25.543532419165174,-49.19038210377176
br-376,1749,-25.5433030409304,-49.190459715228414
br-376,1750,-25.543073662695623,-49.19053732668507
br-376,1751,-25.542844284460845,-49.19061493814172
br-376,1752,-25.542614986554337,-49.19069278590354
br-376,1753,-25.54238566600947,-49.19077056765264
br-376,1754,-25.542156345464598,-49.19084834940174
br-376,1755,-25.541927024919726,-49.19092613115084
br-376,1756,-25.5443844,-49.1901824
br-376,1757,-25.544593324999997,-49.190111675
br-376,1758,-25.54480225,-49.19004095
br-376,1759,-25.545011175,-49.189970224999996
br-376,1760,-25.545220099999998,-49.189899499999996
br-376,1761,-25.545429025,-49.189828774999995
br-376,1762,-25.54563795,-49.189758049999995
br-376,1763,-25.545846875,-49.189687325
br-376,1764,-25.5460558,-49.1896166
br-376,1765,-25.546264725,-49.189545875
br-376,1766,-25.54647365,-49.18947515
br-376,1767,-25.546682575000002,-49.189404425
br-376,1768,-25.544272466666666,-49.19013176666667
br-376,1769,-25.544017133333334,-49.19021813333334
br-376,1770,-25.5654546,-49.1829344
br-376,1771,-25.56525529652456,-49.18300253604338
br-376,1772,-25.565056004100285,-49.183070704399135
br-376,1773,-25.56485671767142,-49.18313889028478
br-376,1774,-25.564657520723056,-49.18320733582526
br-376,1775,-25.56445853669584,-49.183276399221086
br-376,1776,-25.564259552668624,-49.18334546261691
br-376,1777,-25.564060568641406,-49.18341452601274
br-376,1778,-25.563861584614187,-49.18348358940856
br-376,1779,-25.56366260058697,-49.18355265280439
br-376,1780,-25.563463616559755,-49.183621716200214
br-376,1781,-25.563264632532537,-49.18369077959604
br-376,1782,-25.56306564850532,-49.18375984299187
br-376,1783,-25.5628666644781,-49.183828906387696
br-376,1784,-25.562667680450883,-49.183897969783516
br-376,1785,-25.562468696423668,-49.18396703317934
br-376,1786,-25.56226886625071,-49.18403360302646
br-376,1787,-25.56206894416714,-49.184099902017635
br-376,1788,-25.56186902208357,-49.18416620100882
br-376,1789,-25.5616691,-49.1842325
br-376,1790,-25.568767,-49.1818014
br-376,1791,-25.568562876923078,-49.18187122307692
br-376,1792,-25.568358753846155,-49.181941046153845
br-376,1793,-25.568154630769232,-49.182010869230766
br-376,1794,-25.56795050769231,-49.18208069230769
br-376,1795,-25.567746384615386,-49.18215051538461
br-376,1796,-25.567542261538463,-49.18222033846153
br-376,1797,-25.567338138461537,-49.18229016153846
br-376,1798,-25.567134015384614,-49.18235998461538
br-376,1799,-25.56692989230769,-49.1824298076923
br-376,1800,-25.566725769230768,-49.18249963076923
br-376,1801,-25.566521646153845,-49.18256945384615
br-376,1802,-25.566317523076922,-49.18263927692308
br-376,1803,-25.5661134,-49.1827091
br-376,1804,-25.5686772,-49.1819566
br-376,1805,-25.569028850000002,-49.18183835
br-376,1806,-25.5693805,-49.1817201
br-376,1807,-25.565784,-49.18282175
br-376,1808,-25.5693131,-49.1816241
br-376,1809,-25.569585086630145,-49.18164933930315
br-376,1810,-25.569789673260285,-49.181578578606306
br-376,1811,-25.56999425989043,-49.181507817909456
br-376,1812,-25.57019884652057,-49.18143705721261
br-376,1813,-25.57040373705847,-49.181367206947534
br-376,1814,-25.57060980641679,-49.18130088813412
br-376,1815,-25.57081587577511,-49.18123456932071
br-376,1816,-25.571021945133435,-49.1811682505073
br-376,1817,-25.571228014491755,-49.18110193169388
br-376,1818,-25.571434083850075,-49.18103561288047
br-376,1819,-25.571640153208396,-49.18096929406706
br-376,1820,-25.571846222566716,-49.180902975253645
br-376,1821,-25.572052291925036,-49.180836656440235
br-376,1822,-25.57225836128336,-49.180770337626825
br-376,1823,-25.57246443064168,-49.18070401881341
br-376,1824,-25.5726705,-49.1806377
br-376,1825,-25.5728753509595,-49.18056146709021
br-376,1826,-25.573080201918998,-49.18048523418041
br-376,1827,-25.573285052878497,-49.18040900127062
br-376,1828,-25.573489903837995,-49.18033276836082
br-376,1829,-25.57369475479749,-49.18025653545103
br-376,1830,-25.57389960575699,-49.18018030254123
br-376,1831,-25.574105007730754,-49.180105584651095
br-376,1832,-25.57431152127042,-49.180033987808436
br-376,1833,-25.57451831418028,-49.17996319187229
br-376,1834,-25.57472510709014,-49.17989239593614
br-376,1835,-25.5749319,-49.1798216
br-376,1836,-25.5660071,-49.182863
br-376,1837,-25.56621249230769,-49.18279327692307
br-376,1838,-25.566417884615383,-49.18272355384615
br-376,1839,-25.566623276923078,-49.182653830769226
br-376,1840,-25.56682866923077,-49.18258410769231
br-376,1841,-25.56703406153846,-49.18251438461538
br-376,1842,-25.567239453846152,-49.18244466153846
br-376,1843,-25.567444846153847,-49.182374938461535
br-376,1844,-25.56765023846154,-49.182305215384616
br-376,1845,-25.56785563076923,-49.18223549230769
br-376,1846,-25.568061023076922,-49.18216576923077
br-376,1847,-25.568266415384617,-49.182096046153845
br-376,1848,-25.56847180769231,-49.182026323076926
br-376,1849,-25.6365491,-49.1608949
br-376,1850,-25.636352441170697,-49.16095221854041
br-376,1851,-25.63615632568585,-49.16101137273743
br-376,1852,-25.635962526308553,-49.161077584620806
br-376,1853,-25.63576996061217,-49.161147385149036
br-376,1854,-25.63557918836886,-49.1612219938188
br-376,1855,-25.635389644615866,-49.16129957767602
br-376,1856,-25.635201809831468,-49.16138130035458
br-376,1857,-25.63501397504707,-49.161463023033136
br-376,1858,-25.63482614026267,-49.1615447457117
br-376,1859,-25.634638305478276,-49.16162646839026
br-376,1860,-25.634450470693878,-49.16170819106882
br-376,1861,-25.63426263590948,-49.16178991374738
br-376,1862,-25.63407480112508,-49.161871636425936
br-376,1863,-25.633886966340683,-49.161953359104494
br-376,1864,-25.633699131556288,-49.16203508178306
br-376,1865,-25.63351129677189,-49.16211680446162
br-376,1866,-25.63332346198749,-49.16219852714018
br-376,1867,-25.633135627203092,-49.162280249818735
br-376,1868,-25.632947792418694,-49.162361972497294
br-376,1869,-25.6327599522098,-49.16244368268586
br-376,1870,-25.632572011755293,-49.16252516205737
br-376,1871,-25.63238407130079,-49.16260664142888
br-376,1872,-25.632196130846285,-49.16268812080039
br-376,1873,-25.632008190391783,-49.162769600171906
br-376,1874,-25.63182024993728,-49.162851079543415
br-376,1875,-25.631632309482775,-49.162932558914925
br-376,1876,-25.631444369028273,-49.163014038286434
br-376,1877,-25.63125642857377,-49.16309551765794
br-376,1878,-25.631068488119265,-49.16317699702946
br-376,1879,-25.630880547664763,-49.16325847640097
br-376,1880,-25.63069260721026,-49.16333995577248
br-376,1881,-25.630504666755755,-49.16342143514399
br-376,1882,-25.630316726301253,-49.1635029145155
br-376,1883,-25.630128785846747,-49.16358439388701
br-376,1884,-25.629940845392245,-49.16366587325852
br-376,1885,-25.629752904937742,-49.16374735263003
br-376,1886,-25.629564964483237,-49.16382883200154
br-376,1887,-25.629377024028734,-49.16391031137305
br-376,1888,-25.629189083574232,-49.16399179074456
br-376,1889,-25.629001143119726,-49.16407327011607
br-376,1890,-25.628813202665224,-49.16415474948759
br-376,1891,-25.628625262210722,-49.164236228859096
br-376,1892,-25.628437321756216,-49.164317708230605
br-376,1893,-25.628249381301714,-49.164399187602115
br-376,1894,-25.628061440847212,-49.164480666973624
br-376,1895,-25.627873500392706,-49.16456214634514
br-376,1896,-25.627685559938204,-49.16464362571665
br-376,1897,-25.627497619483698,-49.16472510508816
br-376,1898,-25.627309679029196,-49.16480658445967
br-376,1899,-25.627121738574694,-49.16488806383118
br-376,1900,-25.626933798120188,-49.16496954320269
br-376,1901,-25.626745857665686,-49.165051022574204
br-376,1902,-25.626557917211183,-49.16513250194571
br-376,1903,-25.626369976756678,-49.16521398131722
br-376,1904,-25.626182036302176,-49.16529546068873
br-376,1905,-25.625994095847673,-49.16537694006024
br-376,1906,-25.625806155393168,-49.16545841943175
br-376,1907,-25.625618214938665,-49.16553989880327
br-376,1908,-25.62543027448416,-49.16562137817478
br-376,1909,-25.625242334029657,-49.165702857546286
br-376,1910,-25.625054393575155,-49.165784336917795
br-376,1911,-25.62486645312065,-49.165865816289305
br-376,1912,-25.624678512666147,-49.165947295660814
br-376,1913,-25.624490572211645,-49.16602877503233
br-376,1914,-25.624302575199444,-49.16611012382238
br-376,1915,-25.6241145776795,-49.166191471440136
br-376,1916,-25.623926580159555,-49.1662728190579
br-376,1917,-25.62373858263961,-49.16635416667566
br-376,1918,-25.623550585119666,-49.166435514293426
br-376,1919,-25.623362587599722,-49.166516861911184
br-376,1920,-25.623174590079778,-49.16659820952895
br-376,1921,-25.622986592559833,-49.16667955714671
br-376,1922,-25.62279859503989,-49.16676090476447
br-376,1923,-25.622610597519945,-49.16684225238223
br-376,1924,-25.6224226,-49.1669236
br-376,1925,-25.583968,-49.1764792
br-376,1926,-25.584168892729654,-49.17627748636109
br-376,1927,-25.58435538773364,-49.176062371638565
br-376,1928,-25.58453442515576,-49.17584091442571
br-376,1929,-25.58471346257788,-49.17561945721285
br-376,1930,-25.5848925,-49.175398
br-376,1931,-25.5730007,-49.1803602
