geometry,road_id
POINT (-47.9062437 -22.0162481),sao_carlos
POINT (-47.9065291 -22.016387),sao_carlos
POINT (-47.9066571 -22.0165012),sao_carlos
POINT (-47.8837987 -22.0150593),sao_carlos
POINT (-47.8856874 -22.0159213),sao_carlos
POINT (-47.8799132 -22.0139178),sao_carlos
POINT (-47.8799124 -22.0139568),sao_carlos
POINT (-47.879911 -22.0140207),sao_carlos
POINT (-47.8799751 -22.0140224),sao_carlos
POINT (-47.8808956 -22.0140459),sao_carlos
POINT (-47.8799107 -22.0141036),sao_carlos
POINT (-47.8799105 -22.0141437),sao_carlos
POINT (-47.8799079 -22.0148228),sao_carlos
POINT (-47.8799078 -22.0148563),sao_carlos
POINT (-47.879416 -22.0149219),sao_carlos
POINT (-47.8790037 -22.014916),sao_carlos
POINT (-47.8738176 -22.0263547),sao_carlos
POINT (-47.8738038 -22.0263065),sao_carlos
POINT (-47.8737909 -22.0262112),sao_carlos
POINT (-47.873799 -22.0261665),sao_carlos
POINT (-47.8738446 -22.0264121),sao_carlos
POINT (-47.8738645 -22.0264396),sao_carlos
POINT (-47.874484 -22.0272941),sao_carlos
POINT (-47.8734907 -22.0264126),sao_carlos
POINT (-47.8731616 -22.0264883),sao_carlos
POINT (-47.8759276 -22.0292987),sao_carlos
POINT (-47.8759546 -22.0293403),sao_carlos
POINT (-47.8744268 -22.02733),sao_carlos
POINT (-47.8740068 -22.0275935),sao_carlos
POINT (-47.8739547 -22.0276262),sao_carlos
POINT (-47.8745186 -22.0272806),sao_carlos
POINT (-47.902526 -22.0106137),sao_carlos
POINT (-47.9024939 -22.0104984),sao_carlos
POINT (-47.9024707 -22.0104303),sao_carlos
POINT (-47.9145397 -21.9955138),sao_carlos
POINT (-47.9144986 -21.9952774),sao_carlos
POINT (-47.914477 -21.9951293),sao_carlos
POINT (-47.9144822 -21.995015),sao_carlos
POINT (-47.9145056 -21.9949115),sao_carlos
POINT (-47.9146101 -21.9947978),sao_carlos
POINT (-47.9150787 -21.9943035),sao_carlos
POINT (-47.9151294 -21.9942986),sao_carlos
POINT (-47.9145735 -21.9958387),sao_carlos
POINT (-47.9145851 -21.9960026),sao_carlos
POINT (-47.9145815 -21.9961159),sao_carlos
POINT (-47.9145587 -21.9962226),sao_carlos
POINT (-47.9440366 -21.9670651),sao_carlos
POINT (-47.9440927 -21.967359),sao_carlos
POINT (-47.9441211 -21.9674284),sao_carlos
POINT (-47.9441846 -21.9674865),sao_carlos
POINT (-47.9442627 -21.967529),sao_carlos
POINT (-47.9485221 -21.9676752),sao_carlos
POINT (-47.9499047 -21.9677324),sao_carlos
POINT (-47.9447705 -21.9670915),sao_carlos
POINT (-47.9467607 -21.967089),sao_carlos
POINT (-47.9483458 -21.9670865),sao_carlos
POINT (-47.9503531 -21.9671255),sao_carlos
POINT (-47.9416881 -21.9670966),sao_carlos
POINT (-47.9413916 -21.9671646),sao_carlos
POINT (-47.9412057 -21.9672082),sao_carlos
POINT (-47.9385263 -21.9694269),sao_carlos
POINT (-47.9385625 -21.9694111),sao_carlos
POINT (-47.9387897 -21.9693504),sao_carlos
POINT (-47.9388638 -21.9693275),sao_carlos
POINT (-47.9389332 -21.9692944),sao_carlos
POINT (-47.9389965 -21.9692518),sao_carlos
POINT (-47.939052 -21.9692009),sao_carlos
POINT (-47.9400984 -21.9681284),sao_carlos
POINT (-47.938632 -21.9694859),sao_carlos
POINT (-47.9386672 -21.9695194),sao_carlos
POINT (-47.9386959 -21.9695579),sao_carlos
POINT (-47.9387175 -21.9696001),sao_carlos
POINT (-47.9387252 -21.9696365),sao_carlos
POINT (-47.9384858 -21.9694405),sao_carlos
POINT (-47.9384423 -21.9694599),sao_carlos
POINT (-47.9384059 -21.9694811),sao_carlos
POINT (-47.9383772 -21.9695051),sao_carlos
POINT (-47.9383497 -21.9695345),sao_carlos
POINT (-47.9383299 -21.969564),sao_carlos
POINT (-47.9383144 -21.9695982),sao_carlos
POINT (-47.9382973 -21.9696339),sao_carlos
POINT (-47.9382665 -21.9696775),sao_carlos
POINT (-47.9382526 -21.9697283),sao_carlos
POINT (-47.9382402 -21.9698252),sao_carlos
POINT (-47.9381989 -21.969912),sao_carlos
POINT (-47.9381458 -21.9700227),sao_carlos
POINT (-47.9380627 -21.9701383),sao_carlos
POINT (-47.9369971 -21.9711725),sao_carlos
POINT (-47.9383009 -21.9696641),sao_carlos
POINT (-47.9383203 -21.9696993),sao_carlos
POINT (-47.9383454 -21.9697311),sao_carlos
POINT (-47.9383755 -21.969759),sao_carlos
POINT (-47.93841 -21.9697821),sao_carlos
POINT (-47.9384479 -21.9697999),sao_carlos
POINT (-47.9384884 -21.969812),sao_carlos
POINT (-47.9385305 -21.9698181),sao_carlos
POINT (-47.9386115 -21.9698012),sao_carlos
POINT (-47.9386464 -21.9697786),sao_carlos
POINT (-47.9386766 -21.9697508),sao_carlos
POINT (-47.9387013 -21.9697187),sao_carlos
POINT (-47.9387197 -21.9696831),sao_carlos
POINT (-47.938243 -21.969546),sao_carlos
POINT (-47.9381809 -21.9694655),sao_carlos
POINT (-47.9381196 -21.9693837),sao_carlos
POINT (-47.9380385 -21.9693093),sao_carlos
POINT (-47.9323166 -21.9759004),sao_carlos
POINT (-47.9322398 -21.975868),sao_carlos
POINT (-47.9321764 -21.9758164),sao_carlos
POINT (-47.9321319 -21.9757498),sao_carlos
POINT (-47.9321102 -21.9756742),sao_carlos
POINT (-47.9199765 -22.0020211),sao_carlos
POINT (-47.9200959 -22.0019516),sao_carlos
POINT (-47.9206965 -22.0016003),sao_carlos
POINT (-47.920439 -22.0023578),sao_carlos
POINT (-47.9205644 -22.00249),sao_carlos
POINT (-47.9206735 -22.002614),sao_carlos
POINT (-47.9207962 -22.0027668),sao_carlos
POINT (-47.9223157 -22.0030792),sao_carlos
POINT (-47.9214481 -22.0024567),sao_carlos
POINT (-47.9214355 -22.0024141),sao_carlos
POINT (-47.9214565 -22.0023563),sao_carlos
POINT (-47.9215048 -22.0022689),sao_carlos
POINT (-47.9215076 -22.0022274),sao_carlos
POINT (-47.9214817 -22.0022024),sao_carlos
POINT (-47.9212982 -22.0021013),sao_carlos
POINT (-47.921222 -22.0020524),sao_carlos
POINT (-47.9211052 -22.0020003),sao_carlos
POINT (-47.9210583 -22.0019616),sao_carlos
POINT (-47.9208022 -22.0017117),sao_carlos
POINT (-47.9207499 -22.0016595),sao_carlos
POINT (-47.9209871 -22.0024463),sao_carlos
POINT (-47.9208284 -22.0027127),sao_carlos
POINT (-47.9166985 -22.007),sao_carlos
POINT (-47.917004 -22.0074809),sao_carlos
POINT (-47.9170615 -22.0075714),sao_carlos
POINT (-47.9156509 -22.0076113),sao_carlos
POINT (-47.9135084 -22.0085366),sao_carlos
POINT (-47.9132767 -22.0080672),sao_carlos
POINT (-47.9132448 -22.0080026),sao_carlos
POINT (-47.9135782 -22.0086708),sao_carlos
POINT (-47.9137247 -22.0089355),sao_carlos
POINT (-47.9138415 -22.0091073),sao_carlos
POINT (-47.9138682 -22.0091614),sao_carlos
POINT (-47.9105006 -22.0019133),sao_carlos
POINT (-47.9144709 -22.011685),sao_carlos
POINT (-47.914208 -22.0111329),sao_carlos
POINT (-47.9141557 -22.0108209),sao_carlos
POINT (-47.914159 -22.0104885),sao_carlos
POINT (-47.9142038 -22.0103124),sao_carlos
POINT (-47.914618 -22.0093378),sao_carlos
POINT (-47.9146363 -22.0092786),sao_carlos
POINT (-47.9146754 -22.0091782),sao_carlos
POINT (-47.914416 -22.0114534),sao_carlos
POINT (-47.9143948 -22.0113752),sao_carlos
POINT (-47.9143652 -22.0112806),sao_carlos
POINT (-47.9143145 -22.0111175),sao_carlos
POINT (-47.9142936 -22.0110051),sao_carlos
POINT (-47.9142612 -22.0108364),sao_carlos
POINT (-47.9142498 -22.0106994),sao_carlos
POINT (-47.9142509 -22.0105764),sao_carlos
POINT (-47.914266 -22.0104641),sao_carlos
POINT (-47.9143041 -22.0103009),sao_carlos
POINT (-47.9143426 -22.0101775),sao_carlos
POINT (-47.9143887 -22.0100648),sao_carlos
POINT (-47.9144375 -22.0099585),sao_carlos
POINT (-47.8768326 -21.9880704),sao_carlos
POINT (-47.8765855 -21.9882497),sao_carlos
POINT (-47.8765434 -21.9882702),sao_carlos
POINT (-47.8764924 -21.9882711),sao_carlos
POINT (-47.876172 -21.9882163),sao_carlos
POINT (-47.8760635 -21.9881987),sao_carlos
POINT (-47.8758918 -21.9881702),sao_carlos
POINT (-47.8758527 -21.9881578),sao_carlos
POINT (-47.8758229 -21.988138),sao_carlos
POINT (-47.8757 -21.9878428),sao_carlos
POINT (-47.8761293 -21.9878763),sao_carlos
POINT (-47.8757731 -21.9877462),sao_carlos
POINT (-47.877295 -21.9882225),sao_carlos
POINT (-47.8777585 -21.9883683),sao_carlos
POINT (-47.8782208 -21.9885327),sao_carlos
POINT (-47.8783045 -21.98857),sao_carlos
POINT (-47.8764986 -21.9841701),sao_carlos
POINT (-47.8767407 -21.9853547),sao_carlos
POINT (-47.8767379 -21.9855118),sao_carlos
POINT (-47.7758805 -22.0349816),sao_carlos
POINT (-47.7759516 -22.0350375),sao_carlos
POINT (-47.7760106 -22.0350866),sao_carlos
POINT (-47.7760615 -22.0351295),sao_carlos
POINT (-47.7761621 -22.0352205),sao_carlos
POINT (-47.7762593 -22.0353029),sao_carlos
POINT (-47.7763157 -22.0353421),sao_carlos
POINT (-47.7763968 -22.0353955),sao_carlos
POINT (-47.7765229 -22.0354689),sao_carlos
POINT (-47.7766764 -22.0355615),sao_carlos
POINT (-47.7758959 -22.0350114),sao_carlos
POINT (-47.7759066 -22.0350335),sao_carlos
POINT (-47.775914 -22.0350628),sao_carlos
POINT (-47.7759163 -22.035086),sao_carlos
POINT (-47.7759138 -22.0351149),sao_carlos
POINT (-47.7759073 -22.0351407),sao_carlos
POINT (-47.7758963 -22.0351644),sao_carlos
POINT (-47.7758848 -22.0351833),sao_carlos
POINT (-47.7758632 -22.0352064),sao_carlos
POINT (-47.7758317 -22.0352246),sao_carlos
POINT (-47.775804 -22.0352358),sao_carlos
POINT (-47.7757629 -22.035248),sao_carlos
POINT (-47.7757134 -22.0352487),sao_carlos
POINT (-47.7753494 -22.0350608),sao_carlos
POINT (-47.775218 -22.0349617),sao_carlos
POINT (-47.7751422 -22.0348889),sao_carlos
POINT (-47.7750617 -22.0348081),sao_carlos
POINT (-47.7749766 -22.0347373),sao_carlos
POINT (-47.7749182 -22.0346913),sao_carlos
POINT (-47.7748632 -22.0346534),sao_carlos
POINT (-47.7747834 -22.0346018),sao_carlos
POINT (-47.774692 -22.0345414),sao_carlos
POINT (-47.7753279 -22.0350257),sao_carlos
POINT (-47.7753155 -22.0349967),sao_carlos
POINT (-47.7753152 -22.0349384),sao_carlos
POINT (-47.7753259 -22.0349051),sao_carlos
POINT (-47.7753364 -22.0348835),sao_carlos
POINT (-47.7753554 -22.0348516),sao_carlos
POINT (-47.7753823 -22.0348225),sao_carlos
POINT (-47.7754193 -22.0347931),sao_carlos
POINT (-47.7754339 -22.0347859),sao_carlos
POINT (-47.7754621 -22.0347729),sao_carlos
POINT (-47.775504 -22.0347889),sao_carlos
POINT (-47.7755787 -22.0348224),sao_carlos
POINT (-47.775619 -22.0348423),sao_carlos
POINT (-47.7756473 -22.0348571),sao_carlos
POINT (-47.775796 -22.0349301),sao_carlos
POINT (-47.7755271 -22.0347739),sao_carlos
POINT (-47.7755492 -22.0347572),sao_carlos
POINT (-47.7755861 -22.0347224),sao_carlos
POINT (-47.775621 -22.0346813),sao_carlos
POINT (-47.7756491 -22.0346403),sao_carlos
POINT (-47.7756706 -22.0346043),sao_carlos
POINT (-47.7774234 -22.0300058),sao_carlos
POINT (-47.7787457 -22.0265547),sao_carlos
POINT (-47.7763552 -22.0354235),sao_carlos
POINT (-47.7762821 -22.0353949),sao_carlos
POINT (-47.7761983 -22.0353682),sao_carlos
POINT (-47.7761098 -22.0353483),sao_carlos
POINT (-47.7760488 -22.0353346),sao_carlos
POINT (-47.7760032 -22.0353271),sao_carlos
POINT (-47.775861 -22.0352905),sao_carlos
POINT (-47.7757953 -22.0352737),sao_carlos
POINT (-47.7774999 -22.0359854),sao_carlos
POINT (-47.7784306 -22.036464),sao_carlos
POINT (-47.7788483 -22.0366772),sao_carlos
POINT (-47.7792554 -22.0368829),sao_carlos
POINT (-47.7800812 -22.0373042),sao_carlos
POINT (-47.7748089 -22.0345881),sao_carlos
POINT (-47.7749142 -22.0346273),sao_carlos
POINT (-47.7750027 -22.0346577),sao_carlos
POINT (-47.775053 -22.0346726),sao_carlos
POINT (-47.7750953 -22.034682),sao_carlos
POINT (-47.7752763 -22.034718),sao_carlos
POINT (-47.7753199 -22.0347298),sao_carlos
POINT (-47.7753701 -22.0347433),sao_carlos
POINT (-47.7743932 -22.0343848),sao_carlos
POINT (-47.7741189 -22.034245),sao_carlos
POINT (-47.7738775 -22.0341213),sao_carlos
POINT (-47.7736187 -22.0339864),sao_carlos
POINT (-47.7727403 -22.0335401),sao_carlos
POINT (-47.7720791 -22.033202),sao_carlos
POINT (-47.7717224 -22.0330168),sao_carlos
POINT (-47.7713455 -22.0328166),sao_carlos
POINT (-47.7709767 -22.0326314),sao_carlos
POINT (-47.7704161 -22.032338),sao_carlos
POINT (-47.7697228 -22.0319849),sao_carlos
POINT (-47.7694747 -22.0318581),sao_carlos
POINT (-47.7678157 -22.0310016),sao_carlos
POINT (-47.7793546 -22.026178),sao_carlos
POINT (-47.7795719 -22.0261282),sao_carlos
POINT (-47.7798133 -22.0260822),sao_carlos
POINT (-47.7804101 -22.0259691),sao_carlos
POINT (-47.7806005 -22.0259281),sao_carlos
POINT (-47.7809049 -22.0258261),sao_carlos
POINT (-47.7812335 -22.0256782),sao_carlos
POINT (-47.7815936 -22.0255103),sao_carlos
POINT (-47.7819362 -22.0253587),sao_carlos
POINT (-47.7820019 -22.0253313),sao_carlos
POINT (-47.7820831 -22.025299),sao_carlos
POINT (-47.7821488 -22.0252847),sao_carlos
POINT (-47.7823137 -22.0252685),sao_carlos
POINT (-47.7823885 -22.0252723),sao_carlos
POINT (-47.7824787 -22.0252764),sao_carlos
POINT (-47.782585 -22.0252919),sao_carlos
POINT (-47.7826943 -22.025318),sao_carlos
POINT (-47.7828116 -22.0253521),sao_carlos
POINT (-47.7828854 -22.0253792),sao_carlos
POINT (-47.7833377 -22.0255551),sao_carlos
POINT (-47.7837467 -22.025718),sao_carlos
POINT (-47.7850167 -22.026209),sao_carlos
POINT (-47.7859019 -22.0265323),sao_carlos
POINT (-47.7862479 -22.0266678),sao_carlos
POINT (-47.7868111 -22.0268615),sao_carlos
POINT (-47.7794277 -22.0264378),sao_carlos
POINT (-47.779431 -22.0264894),sao_carlos
POINT (-47.7794344 -22.0265404),sao_carlos
POINT (-47.7794357 -22.0265826),sao_carlos
POINT (-47.779429 -22.0266212),sao_carlos
POINT (-47.7794176 -22.026656),sao_carlos
POINT (-47.7793928 -22.0267038),sao_carlos
POINT (-47.7793687 -22.0267337),sao_carlos
POINT (-47.7793311 -22.0267672),sao_carlos
POINT (-47.7792929 -22.026794),sao_carlos
POINT (-47.7792403 -22.0268185),sao_carlos
POINT (-47.7788584 -22.0266344),sao_carlos
POINT (-47.7787203 -22.0269798),sao_carlos
POINT (-47.7786449 -22.0271622),sao_carlos
POINT (-47.7778392 -22.0292636),sao_carlos
POINT (-47.7774891 -22.0301525),sao_carlos
POINT (-47.7769715 -22.0315138),sao_carlos
POINT (-47.7761038 -22.0337751),sao_carlos
POINT (-47.7757779 -22.0346204),sao_carlos
POINT (-47.7757564 -22.0346782),sao_carlos
POINT (-47.775749 -22.0347056),sao_carlos
POINT (-47.7757457 -22.0347329),sao_carlos
POINT (-47.7757484 -22.0347864),sao_carlos
POINT (-47.7757685 -22.0348492),sao_carlos
POINT (-47.7757899 -22.0349082),sao_carlos
POINT (-47.7788262 -22.0266084),sao_carlos
POINT (-47.7718927 -22.045229),sao_carlos
POINT (-47.7720509 -22.0454217),sao_carlos
POINT (-47.7724895 -22.0459438),sao_carlos
POINT (-47.773439 -22.0469817),sao_carlos
POINT (-47.7744421 -22.0481278),sao_carlos
POINT (-47.7755633 -22.0493485),sao_carlos
POINT (-47.7718672 -22.0450799),sao_carlos
POINT (-47.7718551 -22.0449829),sao_carlos
POINT (-47.7718458 -22.0448574),sao_carlos
POINT (-47.7718498 -22.0447703),sao_carlos
POINT (-47.7718619 -22.0446759),sao_carlos
POINT (-47.7718887 -22.0445466),sao_carlos
POINT (-47.7720684 -22.0441078),sao_carlos
POINT (-47.7724211 -22.0431966),sao_carlos
POINT (-47.772751 -22.0423401),sao_carlos
POINT (-47.772916 -22.0419411),sao_carlos
POINT (-47.7729598 -22.0418023),sao_carlos
POINT (-47.7754626 -22.0353618),sao_carlos
POINT (-47.7754701 -22.0353001),sao_carlos
POINT (-47.7754691 -22.0352728),sao_carlos
POINT (-47.7754668 -22.0352522),sao_carlos
POINT (-47.7754641 -22.0352333),sao_carlos
POINT (-47.775461 -22.0352199),sao_carlos
POINT (-47.775452 -22.0351917),sao_carlos
POINT (-47.7754324 -22.0351474),sao_carlos
POINT (-47.7754164 -22.0351248),sao_carlos
POINT (-47.7753943 -22.0350953),sao_carlos
POINT (-47.775403 -22.0354788),sao_carlos
POINT (-47.7753273 -22.0356367),sao_carlos
POINT (-47.7752455 -22.0358623),sao_carlos
POINT (-47.7748874 -22.0367561),sao_carlos
POINT (-47.7748326 -22.0369009),sao_carlos
POINT (-47.7742517 -22.0384368),sao_carlos
POINT (-47.7753407 -22.0388321),sao_carlos
POINT (-47.7758825 -22.0390124),sao_carlos
POINT (-47.7763049 -22.0391491),sao_carlos
POINT (-47.7765222 -22.0392113),sao_carlos
POINT (-47.7767193 -22.0392436),sao_carlos
POINT (-47.7772625 -22.0393107),sao_carlos
POINT (-47.7786545 -22.0394599),sao_carlos
POINT (-47.7792084 -22.0395196),sao_carlos
POINT (-47.7794458 -22.0395525),sao_carlos
POINT (-47.7796969 -22.0395945),sao_carlos
POINT (-47.7797955 -22.0395998),sao_carlos
POINT (-47.7798283 -22.0395998),sao_carlos
POINT (-47.779886 -22.0395873),sao_carlos
POINT (-47.7799112 -22.0395724),sao_carlos
POINT (-47.7799608 -22.0395354),sao_carlos
POINT (-47.779996 -22.0394863),sao_carlos
POINT (-47.7801485 -22.0391168),sao_carlos
POINT (-47.7802478 -22.0388185),sao_carlos
POINT (-47.7803108 -22.038637),sao_carlos
POINT (-47.7803497 -22.0384145),sao_carlos
POINT (-47.7803591 -22.038356),sao_carlos
POINT (-47.7803698 -22.0382261),sao_carlos
POINT (-47.7803497 -22.0381161),sao_carlos
POINT (-47.7803202 -22.0380496),sao_carlos
POINT (-47.7802585 -22.0379514),sao_carlos
POINT (-47.7801687 -22.0378296),sao_carlos
POINT (-47.780058 -22.037709),sao_carlos
POINT (-47.7800117 -22.0376108),sao_carlos
POINT (-47.7800144 -22.0375262),sao_carlos
POINT (-47.7800178 -22.037474),sao_carlos
POINT (-47.7800339 -22.037397),sao_carlos
POINT (-47.7426268 -22.0179946),sao_carlos
POINT (-47.742713 -22.0179148),sao_carlos
POINT (-47.7429169 -22.0177855),sao_carlos
POINT (-47.7432066 -22.0176861),sao_carlos
POINT (-47.743861 -22.0175468),sao_carlos
POINT (-47.744208 -22.0173476),sao_carlos
POINT (-47.7451739 -22.0193612),sao_carlos
POINT (-47.7461945 -22.0198821),sao_carlos
POINT (-47.74819 -22.0209054),sao_carlos
POINT (-47.7491245 -22.0213894),sao_carlos
POINT (-47.7574014 -22.0123583),sao_carlos
POINT (-47.757616 -22.0122327),sao_carlos
POINT (-47.7580351 -22.0119772),sao_carlos
POINT (-47.7582657 -22.0118205),sao_carlos
POINT (-47.7583174 -22.0117795),sao_carlos
POINT (-47.7583516 -22.011735),sao_carlos
POINT (-47.7583968 -22.0116596),sao_carlos
POINT (-47.7573933 -22.0124888),sao_carlos
POINT (-47.757394 -22.0125317),sao_carlos
POINT (-47.7573954 -22.0126163),sao_carlos
POINT (-47.7574054 -22.0128575),sao_carlos
POINT (-47.7574215 -22.013113),sao_carlos
POINT (-47.7574349 -22.0134996),sao_carlos
POINT (-47.757441 -22.0135898),sao_carlos
POINT (-47.7574564 -22.0140772),sao_carlos
POINT (-47.7574651 -22.0143134),sao_carlos
POINT (-47.7574839 -22.0147293),sao_carlos
POINT (-47.7574933 -22.0148928),sao_carlos
POINT (-47.757498 -22.0149369),sao_carlos
POINT (-47.7575147 -22.014973),sao_carlos
POINT (-47.7575469 -22.0150078),sao_carlos
POINT (-47.7576267 -22.0150725),sao_carlos
POINT (-47.7576475 -22.0150948),sao_carlos
POINT (-47.7576589 -22.0151253),sao_carlos
POINT (-47.7576716 -22.0151806),sao_carlos
POINT (-47.7576984 -22.0152925),sao_carlos
POINT (-47.7577373 -22.0154193),sao_carlos
POINT (-47.7578305 -22.015617),sao_carlos
POINT (-47.75785 -22.0156742),sao_carlos
POINT (-47.7578835 -22.0157793),sao_carlos
POINT (-47.757901 -22.0158545),sao_carlos
POINT (-47.7579083 -22.015921),sao_carlos
POINT (-47.7579124 -22.0159956),sao_carlos
POINT (-47.7579056 -22.0161063),sao_carlos
POINT (-47.7578835 -22.016197),sao_carlos
POINT (-47.7578446 -22.0163027),sao_carlos
POINT (-47.7578051 -22.0164059),sao_carlos
POINT (-47.7577273 -22.0165825),sao_carlos
POINT (-47.757683 -22.0166944),sao_carlos
POINT (-47.7576287 -22.0168112),sao_carlos
POINT (-47.7575757 -22.0169356),sao_carlos
POINT (-47.7575348 -22.0170729),sao_carlos
POINT (-47.7575187 -22.0171911),sao_carlos
POINT (-47.7574577 -22.017454),sao_carlos
POINT (-47.7574135 -22.0176256),sao_carlos
POINT (-47.7573907 -22.0177045),sao_carlos
POINT (-47.7573752 -22.0177711),sao_carlos
POINT (-47.7573726 -22.0178276),sao_carlos
POINT (-47.7573699 -22.0178985),sao_carlos
POINT (-47.7573585 -22.0179712),sao_carlos
POINT (-47.7573437 -22.0180203),sao_carlos
POINT (-47.7572827 -22.0181546),sao_carlos
POINT (-47.757217 -22.0182566),sao_carlos
POINT (-47.7571727 -22.01832),sao_carlos
POINT (-47.7571506 -22.0183591),sao_carlos
POINT (-47.7571412 -22.0184095),sao_carlos
POINT (-47.7571587 -22.0185717),sao_carlos
POINT (-47.7571533 -22.0186047),sao_carlos
POINT (-47.7571412 -22.0186264),sao_carlos
POINT (-47.7571084 -22.0186762),sao_carlos
POINT (-47.7569226 -22.0188807),sao_carlos
POINT (-47.7568717 -22.0189429),sao_carlos
POINT (-47.7568489 -22.0189833),sao_carlos
POINT (-47.7568287 -22.019033),sao_carlos
POINT (-47.7568026 -22.0191219),sao_carlos
POINT (-47.7567738 -22.0193177),sao_carlos
POINT (-47.7567637 -22.019406),sao_carlos
POINT (-47.7567563 -22.0195023),sao_carlos
POINT (-47.7567644 -22.0195744),sao_carlos
POINT (-47.7567624 -22.0196689),sao_carlos
POINT (-47.7567597 -22.0197199),sao_carlos
POINT (-47.7567516 -22.0198517),sao_carlos
POINT (-47.7567342 -22.0200717),sao_carlos
POINT (-47.7567308 -22.0202962),sao_carlos
POINT (-47.7567295 -22.0204615),sao_carlos
POINT (-47.7567624 -22.0208146),sao_carlos
POINT (-47.7567771 -22.0209557),sao_carlos
POINT (-47.7567845 -22.021131),sao_carlos
POINT (-47.7568019 -22.021333),sao_carlos
POINT (-47.7568167 -22.0215301),sao_carlos
POINT (-47.756822 -22.0216277),sao_carlos
POINT (-47.7568167 -22.0217153),sao_carlos
POINT (-47.7567952 -22.0218173),sao_carlos
POINT (-47.7567724 -22.0218913),sao_carlos
POINT (-47.7567147 -22.0220541),sao_carlos
POINT (-47.7565538 -22.0224514),sao_carlos
POINT (-47.7564251 -22.0227715),sao_carlos
POINT (-47.7562568 -22.0232004),sao_carlos
POINT (-47.7561642 -22.0234515),sao_carlos
POINT (-47.7560589 -22.0236946),sao_carlos
POINT (-47.7559818 -22.0238283),sao_carlos
POINT (-47.7559704 -22.0238575),sao_carlos
POINT (-47.7559617 -22.0238991),sao_carlos
POINT (-47.7559543 -22.0239669),sao_carlos
POINT (-47.7559557 -22.024029),sao_carlos
POINT (-47.7559637 -22.0240707),sao_carlos
POINT (-47.7559845 -22.0241714),sao_carlos
POINT (-47.7560154 -22.0242472),sao_carlos
POINT (-47.7560623 -22.0243678),sao_carlos
POINT (-47.7562615 -22.0248297),sao_carlos
POINT (-47.756376 -22.0251154),sao_carlos
POINT (-47.7715663 -22.0614953),sao_carlos
POINT (-47.7714897 -22.0615587),sao_carlos
POINT (-47.7714642 -22.0615774),sao_carlos
POINT (-47.7714361 -22.061601),sao_carlos
POINT (-47.7714159 -22.0616109),sao_carlos
POINT (-47.7713878 -22.0616115),sao_carlos
POINT (-47.7713435 -22.0615842),sao_carlos
POINT (-47.7712872 -22.0615239),sao_carlos
POINT (-47.7711806 -22.0614263),sao_carlos
POINT (-47.7711236 -22.0613971),sao_carlos
POINT (-47.7710505 -22.0613692),sao_carlos
POINT (-47.770909 -22.0613368),sao_carlos
POINT (-47.7707434 -22.0613156),sao_carlos
POINT (-47.7705945 -22.0612759),sao_carlos
POINT (-47.7704155 -22.0611907),sao_carlos
POINT (-47.7701338 -22.0610639),sao_carlos
POINT (-47.7698549 -22.0609546),sao_carlos
POINT (-47.7695438 -22.0607855),sao_carlos
POINT (-47.7692648 -22.0606364),sao_carlos
POINT (-47.769061 -22.0604574),sao_carlos
POINT (-47.7689108 -22.0603082),sao_carlos
POINT (-47.768835 -22.0602021),sao_carlos
POINT (-47.7688001 -22.0601051),sao_carlos
POINT (-47.7687559 -22.0599112),sao_carlos
POINT (-47.7687391 -22.0597613),sao_carlos
POINT (-47.7687451 -22.0596552),sao_carlos
POINT (-47.7687787 -22.0595197),sao_carlos
POINT (-47.7688149 -22.0594178),sao_carlos
POINT (-47.7689047 -22.059291),sao_carlos
POINT (-47.7690361 -22.0591655),sao_carlos
POINT (-47.7692212 -22.059071),sao_carlos
POINT (-47.7693701 -22.0589368),sao_carlos
POINT (-47.7694559 -22.0588324),sao_carlos
POINT (-47.7695712 -22.0586882),sao_carlos
POINT (-47.7696383 -22.0585738),sao_carlos
POINT (-47.7696973 -22.0584906),sao_carlos
POINT (-47.7698019 -22.0583252),sao_carlos
POINT (-47.7698341 -22.0582469),sao_carlos
POINT (-47.7698515 -22.058186),sao_carlos
POINT (-47.7698582 -22.0580854),sao_carlos
POINT (-47.7698623 -22.0579909),sao_carlos
POINT (-47.7698207 -22.0577759),sao_carlos
POINT (-47.7697872 -22.0576354),sao_carlos
POINT (-47.7697818 -22.057526),sao_carlos
POINT (-47.7697912 -22.057439),sao_carlos
POINT (-47.7698113 -22.0573831),sao_carlos
POINT (-47.7698596 -22.0572563),sao_carlos
POINT (-47.769924 -22.0571494),sao_carlos
POINT (-47.7700661 -22.0569133),sao_carlos
POINT (-47.7701171 -22.0568064),sao_carlos
POINT (-47.7701439 -22.0567479),sao_carlos
POINT (-47.7701801 -22.0566212),sao_carlos
POINT (-47.7702297 -22.056467),sao_carlos
POINT (-47.7702968 -22.0563365),sao_carlos
POINT (-47.7703665 -22.0562607),sao_carlos
POINT (-47.7705261 -22.0560755),sao_carlos
POINT (-47.7707206 -22.0558344),sao_carlos
POINT (-47.7707715 -22.0557623),sao_carlos
POINT (-47.7708077 -22.0556939),sao_carlos
POINT (-47.7708212 -22.0556044),sao_carlos
POINT (-47.7708171 -22.0555062),sao_carlos
POINT (-47.770789 -22.0554217),sao_carlos
POINT (-47.7707528 -22.0552974),sao_carlos
POINT (-47.7707018 -22.0551135),sao_carlos
POINT (-47.7717024 -22.0616331),sao_carlos
